sum_fit 	 max_fit 	 min_fit 
39858.592843332946 	 472.92014424972007 	 328.3279616924432 
40217.761481639 	 471.36002452729184 	 325.76491139936815 
40589.87207555961 	 474.78180573783584 	 329.6751698179011 
40811.24484074804 	 478.25647699717047 	 336.6613154556327 
41001.22420030671 	 476.66945917097416 	 338.5771056054752 
40958.915951222545 	 477.63687184937345 	 344.8990815715994 
41073.93753351118 	 482.9727768352402 	 342.69711083770153 
40952.01175737738 	 476.2054429454197 	 345.59729014867537 
41153.7016214955 	 474.93792708216245 	 340.51968379185206 
41260.22179918503 	 476.3362608807003 	 341.9273681294211 
41186.67571067743 	 472.46199939914584 	 339.65085658344077 
41173.68922712143 	 478.9494160196784 	 340.963058516236 
41192.41159718597 	 480.4953574693877 	 339.8006921484688 
41605.60846074208 	 480.73313255870767 	 344.85285842303335 
41670.43858453857 	 481.1943366461164 	 352.28264815152284 
41892.318613141884 	 473.89150038606215 	 356.6466491721203 
41691.73635017501 	 474.2527788175794 	 351.06449313131213 
41991.77191032099 	 478.67733891471016 	 347.554897147362 
42242.443011571275 	 479.1580827606357 	 356.0009396016 
42387.159319092374 	 479.9734883798361 	 337.5509866387673 
42583.40465254469 	 480.1050239933976 	 344.8482355843597 
43268.487232758074 	 481.97456280357676 	 352.0979359033532 
43624.79628513276 	 485.5745717137047 	 370.5553900085502 
44193.81384795759 	 485.76603694408743 	 378.7535896696278 
43899.29058152826 	 485.76603694408743 	 383.015808802479 
43659.960284633766 	 485.76603694408743 	 378.24502725443756 
43647.31402336118 	 484.276211744222 	 382.7593280614911 
43696.13537592442 	 484.6002539295862 	 386.3842879905551 
43912.26870239248 	 481.5655247209038 	 389.5768523760797 
44261.009521282314 	 482.9689778541947 	 389.9132497149586 
44384.11804894645 	 483.3363142225868 	 390.8252491032711 
44531.068334000505 	 483.7945046428971 	 386.50278429964885 
44479.04412713676 	 483.9846157647893 	 387.24385850269823 
44323.72781931425 	 484.664685720163 	 390.9534625257598 
44581.46001042171 	 484.7177357977431 	 392.18044049759396 
44555.59696490965 	 484.7177357977431 	 389.6262779021911 
44938.95189093613 	 484.7177357977431 	 390.9872130253637 
