sum_fit 	 max_fit 	 min_fit 
39439.75724199788 	 461.2953835998073 	 323.1009430717227 
39395.70468168784 	 463.72974798612796 	 329.4215481721694 
39139.06092060947 	 462.5198145789374 	 320.9101024349461 
39201.6984995565 	 462.9059246871277 	 312.862343289631 
39234.23005907486 	 467.53413226002795 	 315.58890881805826 
39344.25111944507 	 470.55150388178373 	 328.19586541164915 
40159.88551413658 	 473.1035541145652 	 329.0449272086313 
40227.07524497512 	 476.35006280623804 	 326.76360210009756 
40704.33110410337 	 473.827535292531 	 328.36646431435213 
40837.593033489866 	 471.2357808452283 	 339.7756803275523 
40773.502114226096 	 470.78788173883845 	 344.20272296105605 
40955.3945151107 	 472.0242073056173 	 330.8869604805807 
41437.637022885916 	 472.55414095519603 	 337.284358706214 
41529.97108902668 	 472.6779076127494 	 338.68293546254597 
42049.673831479515 	 475.4834683057611 	 347.959984432672 
42026.9913825743 	 475.43473575878136 	 350.0271217452851 
42343.10516974688 	 474.7344075305981 	 360.0434579290934 
42515.11828851495 	 473.99535352979615 	 358.24803003979395 
42668.31165416457 	 479.2969773989063 	 357.44713176218215 
42835.35817790456 	 479.68220642243074 	 359.69143820382135 
43287.625140273885 	 480.5129786617198 	 371.7394970746622 
43155.37316700462 	 480.79699519216837 	 365.2065786229739 
43216.43516718962 	 481.50384072773267 	 367.09674282107113 
43620.206218451596 	 482.109096546911 	 364.0452447650743 
43912.45874184514 	 482.31456643803847 	 368.0134260457511 
43900.48058225648 	 482.2447756067013 	 375.70419017245916 
44039.64864991361 	 483.20433433834853 	 383.7821719387475 
44012.23366733789 	 482.8277396080322 	 386.4078074227126 
44147.768277057374 	 479.85680833932366 	 395.68552914672546 
44249.82048598775 	 482.1814184246944 	 397.63451582633616 
44356.24730332746 	 481.97987794273814 	 397.0944305162509 
44298.85652681708 	 482.3373806975748 	 398.0472778808868 
44247.468084726206 	 482.6423686460841 	 399.6302026259767 
44445.41909235246 	 483.75815301138044 	 402.8878091569829 
44289.51637378739 	 480.26288308254215 	 397.4646826356999 
44281.65102921933 	 480.52823887492247 	 403.10469629328907 
43968.0271582112 	 477.05815913495593 	 400.2440219375256 
44139.661938271136 	 483.2173585669852 	 400.07768643667777 
44179.1297593996 	 476.35352494788515 	 398.5901711284894 
44227.60119026541 	 476.35352494788515 	 406.994763999459 
44265.29982872236 	 478.6200968907262 	 403.20808104769645 
44193.739618681226 	 478.9686880394656 	 404.244335737047 
44237.28805485164 	 477.1824844073685 	 399.57346265993186 
44449.6496614425 	 483.12496790223236 	 405.08246293749136 
44559.850048321205 	 484.3241012944093 	 404.5036680254501 
44597.31144469467 	 483.86718204279794 	 405.56689607883703 
44564.90385801112 	 485.23426435707313 	 405.9198725223444 
44600.53101885457 	 481.31738175913597 	 407.6881257739036 
44723.33226428166 	 477.30311799957644 	 415.8185573627261 
44652.18464449173 	 476.7526233368483 	 407.30301564175966 
44590.871624626896 	 477.0248270518807 	 413.18412834154225 
45002.6183969451 	 476.6393356630117 	 407.6712107843284 
45043.05122026738 	 479.6047930416605 	 416.60571345495964 
45019.21899515456 	 481.4200365332182 	 411.89644960734756 
45055.9756743223 	 479.85659533018975 	 420.3208540070606 
44834.60546741902 	 479.65453078780195 	 407.958660995313 
44882.248648231645 	 479.3002452575768 	 417.52063959708556 
44952.01238144573 	 477.96545939375403 	 420.6588083154964 
44973.188648927535 	 481.36065976120307 	 419.94742233825946 
44895.53552827824 	 478.33180146022926 	 420.0495803448852 
45025.161475817236 	 480.1422041295642 	 416.612405994229 
44893.838024825134 	 483.42373814630776 	 419.1126309562656 
44907.28974479734 	 479.5469002941054 	 418.4170474539877 
44820.48471904498 	 479.8473159118816 	 416.1542392225457 
45024.33096513174 	 480.2093530678228 	 417.2251388037747 
44951.443802344016 	 478.5936489872804 	 419.0958091890938 
45085.46778345006 	 482.9054658123051 	 417.58900987840934 
45050.98142781169 	 482.27468367089415 	 420.5768119556187 
45154.0736116944 	 483.3262435173025 	 420.6280263721105 
45070.74961480213 	 478.7413320907814 	 416.7040424400601 
45117.73459316316 	 482.433176084979 	 419.91822623213795 
45242.63745457411 	 481.80390966444673 	 420.78694994567667 
45210.45641143842 	 482.61709518881395 	 418.123636049039 
45248.80867268342 	 484.2187356027575 	 420.9047313504701 
45341.499847442916 	 483.99176780964234 	 423.8247025230911 
45332.37821471753 	 483.86802771361323 	 424.4690896400168 
45360.03280171028 	 483.72982518197693 	 423.34511216179556 
45189.665526513956 	 483.5644872240261 	 421.2240493983686 
45122.150303599716 	 483.9811903323493 	 423.01022637612584 
45155.72742775542 	 482.69284083623285 	 423.0965287367767 
45166.6242621503 	 485.02214942228073 	 421.3622854215653 
45210.6006408597 	 483.7030834290489 	 419.1105378327883 
45226.545452141145 	 484.6214406861809 	 423.39401482066626 
45342.87753243103 	 482.9715924850258 	 421.0021717604985 
45271.39881620269 	 483.668674144787 	 423.65307561509155 
45210.928996649294 	 482.46711075252364 	 423.8366403669588 
45153.65702089964 	 484.13260530329836 	 423.5918906260378 
45212.76106111525 	 484.42598179740816 	 423.72147406106785 
45210.90375928026 	 483.5203464595304 	 421.21626100860374 
45276.6677337373 	 484.5849622165972 	 421.4065049238107 
45377.94605242536 	 483.5737022960187 	 422.6973809171017 
45482.8028420939 	 484.2208273977742 	 425.6821865736248 
45380.597606404015 	 482.7813001502751 	 430.0664514425366 
45384.926607948975 	 482.6356180947378 	 429.39417712437046 
45478.04619902446 	 484.335479594971 	 430.88180162515505 
45488.86770145397 	 483.96598277466114 	 427.9974612840872 
45475.58371445017 	 483.43442735389203 	 430.5079723219699 
45491.207760527905 	 482.97902124427253 	 430.19038850472566 
45443.79550599748 	 482.4653573317713 	 430.8125726364366 
45531.731204769225 	 483.3998455713095 	 431.2031760314238 
